DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,1.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,48000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,340266.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,129707.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,7442605.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,3377975.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,68515.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,44691.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Netherlands,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,43000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,10.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,500.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,133.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,4.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,3.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,3868.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,5728.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,1064.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,406.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,70584.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,21584.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,881487.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,346355.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,990450.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,285196.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,392898.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,118001.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,68000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,272361.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,542616.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,1814988.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,3032900.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,532702.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,687936.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,85000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Poland,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,46500.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Portugal,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,20916.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Portugal,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,3.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Portugal,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,0.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Romania,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,176000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Romania,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,383.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,40382.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,6000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,575.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,4225.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,422.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,295556.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,336390.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,5400.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,12752.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,1749450.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,1784876.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Sweden,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,2.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Slovenia,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,19.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Slovenia,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,19.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Ukraine,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,15960.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Ukraine,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,66429.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Ukraine,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,25696.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Ukraine,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,27991.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,Ukraine,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,100000.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,3768692.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,4547472.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,4088884.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,1537924.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,7495067.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,8147768.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,13700471.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,14157779.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,4602895.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,9887398.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,38119702.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,40271263.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,2446289.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,2981672.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,687595.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Estonia,All countries of the world,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,582694.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,45677.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,57636.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,1142185.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,1267868.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,793.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,243847.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,227797.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,128837.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Andorra,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,123489.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Albania,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,745.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Albania,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,3277.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Albania,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,626018.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Albania,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,583849.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Albania,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,6640.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,330550.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2025,482211.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2024,112604.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Milk and cream, concentrated or containing added sugar or other sweetening matter",EXPORT,QUANTITY_KG,2025,137763.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2024,20076532.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",IMPORT,QUANTITY_KG,2025,29075467.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2024,2352.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",EXPORT,QUANTITY_KG,2025,5432.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2024,506804.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",IMPORT,QUANTITY_KG,2025,352878.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2024,250568.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, n.e.s.",EXPORT,QUANTITY_KG,2025,334203.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2024,57070.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",IMPORT,QUANTITY_KG,2025,68438.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2024,8686.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Austria,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",EXPORT,QUANTITY_KG,2025,1550.000
ESTAT:DS-059341(1.0),13/02/26 11:00:00,Annual,Spain (incl. Canary Islands 'XB' from 1997),Belgium (incl. Luxembourg 'LU' -> 1998),"Milk and cream, concentrated or containing added sugar or other sweetening matter",IMPORT,QUANTITY_KG,2024,3857909.000
